actnow4dolphins,541357174488719360
bodhilly,495180280727371776
profaneclothing,513873116959760384
fae_willow,505829997807140864
mikecookinjapan,495299019426381824
ranceratt09,496757899914670080
hotzanow,503568950991814656
coviemonitors,516161310367567874
riberaba,519500707469066241
lubnaarikat,517039248533647362
envirothrift,479819505904807936
nicki22stevens,532183787371634689
lubnaarikat,510936974145110016
saharasavanah,494513534806810624
kinloch_patrice,505836852184887296
kathyhallinan,487333707552808960
corinne_03,505810493953826816
paulmaurus,490591927319146496
dolphinpaige,505808427239473152
claudiaferri13,484103443439964160
purplelondon_,486330021913841664
gerdavanrijn1,496399483219869696
teeny2043,510036784672043008
pialundq,506466886364577793
grngalfrmsocal,487922016926703616
breezesfl1,517066172052013056
cetaceanfreedom,490604762967334912
envirothrift,506164030000873472
lnnmac,493801680191102976
ssdd2me,497305881181446144
bodhi_xx,495179916699508736
kathiedavid,505850246497579009
orcasos,496114274951913473
houie4equality,513799575224983552
acratias,508012325975388160
cherinierras,513493338410844160
michelezzzz,510540485182894080
nanusan_cat,478409443827142657
grunger54,505993647993933824
costedoatd,505046574905708544
annastrong1,506169218929545216
lizminnie01,540953882135134209
jilleeeebean,506866422299889665
jools_orca,532195341676720129
houie4equality,506198120217067520
globalanimals,492288472020156416
4carmilla,540961852465750016
bunnykittenpupp,488601037264015360
iriskoch5,493020417913679872
annefionapater1,487662918196948992
padmaym,541167373659537408
dolphinpaige,506854718790844417
jolielabelle777,494615662241665024
natm70,509459690925719552
evimeuris,541585353204056064
carlos55580,506274960508473344
kmelaugh,505828801792999424
zunkings,486300398769029120
york1397,492292767306223616
nirvana_demi,495225997210689536
sirensforthesea,495276967080386561
alienxperience,484447606840758272
jhuffermann,495283866391674881
chemaine_leon,479344760218345472
bina81,437512443297017856
mobrock,493009157197660160
real_pagan_jenn,493177599686742016
forbidden4eva,477808666943684608
buddy2blogger,498110381773299712
moel_bryn,541154260226818048
phillippring,490744578463387648
gukophoto,480256387214499840
lynnie1111,496273521069142017
countryfreshmus,500512197504958465
jlmjanice,486314618554310656
gukophoto,478243588829360129
danithiel,502667208246689792
junglejanet,505814773054074880
rosewill747,496352823257223169
brcknerj,541256433439092736
isaohman,485067034263564288
foxewise,492484621951434752
me_martina_b_,495321567316811777
barbi_twins,506971974917447680
kimpatt01142825,493045846951206914
bertietheking,506464756673552384
steffendus,514922699173675009
houie4equality,516335654519967745
freja_petersen,541029292268716032
maru_marulina,495281529665232898
gfrabus,493030304106708993
todayeco,486325827823742976
lisascharin,496394068360843264
reneenight,512335313109536768
shamajim,493031342171754496
sandra099990sj,483794685068988416
scullynoreen,493065871594496000
violets2876,486329360937254913
opurra,507197812589993984
stop_hurting_x,506101587094560768
riberaba,490699811797356544
crittervoice,478986138640986112
wawazat70,537661795629293569
27_beast,506089148584050688
ragdog1,477818831390257152
dolphins_sydney,506057137491943424
kshamenk1,536974006050889728
sharkgoddess,512494555565158400
nanusan_cat,510144296486731776
politicianslie,506406274809200640
jxjs12,492405911911424000
mobrock,478123431960281088
spongi_b,484384359861207041
misokeiko,506099028527177728
elfine07,541169713510760450
freddelmer,505817623867580417
letter4dolphins,536554770803458048
romdia,507222199262912513
people_against,491057875868217344
robertdylan68,484447966493933568
seeingthetrees,496432098941878272
sandra099990sj,468084905184731136
storm_waves,511533437006934017
rosemarydyson,506577261307645952
blastwallanon,541649626643054594
realignredefine,526510629486866433
cathy_irish,510411216477773824
allen_tanya,509827155942211584
alex_b1971,531042479467163649
lubnaarikat,507617853348909056
sarasotamermaid,505847465145536512
cattyt1,536216232072998912
eznmimigigi,506313622306693120
kunzliebl,481665781936422912
chaittanyakumar,510664341494853632
my2cnz,478019916428107776
lil_devil_66,530699425556234240
dolfinariumboyc,493026285749551104
mastertabby,506895143069175808
ethics4animals,477593723724120065
teaonstage,486260889012948993
scrotebk,486233900172468224
adamisarockgod,506825912621731840
emersonfan1,486239176514215937
sabthedurhamox,505893746794172416
hot_poppy2412,496627977049092097
reginajjk,440190133199835136
osterlohmichael,510100729088864256
aylamay86,494506812839059456
houie4equality,498107505852301312
love_maplesyrup,506551913778008065
hot_poppy2412,541283825176035329
ujajura,493018070429233152
riberaba,490699321491611649
sharonhoole,536859744955543552
jilleeeebean,541042878084964353
elfheart1,543531790930280449
riskalert,506602819198001153
